time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2015-03-11T14:40:49.000Z,62.0337,-151.4679,81.3,1.6,ml,,,,0.53,ak,ak11526777,2015-03-15T12:24:53.259Z,"77km WSW of Talkeetna, Alaska",earthquake
2015-03-11T14:44:42.800Z,36.1157,-97.3075,4.852,3.3,ml,,65,,0.55,us,us10001lja,2015-03-11T15:46:25.112Z,"19km S of Perry, Oklahoma",earthquake
2015-03-11T14:45:31.740Z,38.8195,-122.7956667,3.7,0.35,md,21,57,0.01152,0.04,nc,nc72409495,2015-03-14T04:25:05.224Z,"5km NW of The Geysers, California",earthquake
2015-03-11T14:46:33.080Z,1.2461,126.349,45.37,4.9,mb,,36,1.121,0.82,us,us10001ljb,2015-03-11T22:49:15.381Z,"124km WNW of Kota Ternate, Indonesia",earthquake
2015-03-11T14:51:27.280Z,33.9321667,-116.0296667,3.96,1.42,ml,38,47,0.0731,0.21,ci,ci37116831,2015-03-11T15:02:42.800Z,"23km S of Twentynine Palms, California",earthquake
2015-03-11T15:03:20.300Z,41.5273333,-112.144,1.41,0.58,md,8,99,0.101,0.04,uu,uu60104207,2015-03-11T22:29:49.940Z,"10km W of Brigham City, Utah",earthquake
2015-03-11T15:04:16.670Z,36.5538333,-121.1311667,9.81,0.82,md,12,80,0.05188,0.07,nc,nc72409505,2015-03-13T00:13:54.340Z,"22km NE of Soledad, California",earthquake
2015-03-11T15:04:54.970Z,38.836834,-122.7928314,2.45,0.19,md,8,79,0.01407,0.01,nc,nc72409500,2015-03-11T15:19:05.229Z,"6km WNW of Cobb, California",earthquake
2015-03-11T15:12:58.000Z,63.6947,-149.6036,3.9,1,ml,,,,0.76,ak,ak11526827,2015-03-15T12:24:50.938Z,"36km WSW of Healy, Alaska",earthquake
2015-03-11T15:25:56.750Z,-20.6328,-70.4601,24.97,4,mb,,182,0.27,0.84,us,us10001mr8,2015-03-19T04:07:49.013Z,"56km SW of Iquique, Chile",earthquake
2015-03-11T15:33:04.320Z,33.9276667,-116.0281667,4.84,1.62,ml,38,52,0.07689,0.17,ci,ci37116855,2015-03-11T21:14:41.310Z,"24km S of Twentynine Palms, California",earthquake
2015-03-11T15:33:57.800Z,36.2731,-97.6433,5.526,2.6,ml,,79,,0.45,us,us10001lk1,2015-03-24T05:42:04.630Z,"22km E of Waukomis, Oklahoma",earthquake
2015-03-11T15:38:56.000Z,61.4625,-146.6285,14.4,1.3,ml,,,,0.7,ak,ak11526830,2015-03-15T12:25:45.800Z,"39km NNW of Valdez, Alaska",earthquake
2015-03-11T15:46:30.000Z,66.2719,-149.4585,8.1,2.5,ml,,,,0.87,ak,ak11526831,2015-03-19T04:14:24.040Z,"114km SSE of Coldfoot, Alaska",earthquake
2015-03-11T15:59:10.760Z,-21.111,-176.5549,141.77,4.3,mb,,107,6.09,0.67,us,us10001mra,2015-03-19T04:21:56.074Z,"139km W of Havelu, Tonga",earthquake
2015-03-11T16:22:24.170Z,38.8175,-122.8146667,2.95,0.16,md,8,71,0.006894,0.02,nc,nc72409525,2015-03-12T07:25:05.863Z,"6km NW of The Geysers, California",earthquake
2015-03-11T16:23:37.870Z,10.6565,-86.4019,12,5.2,mwb,,72,0.972,1.31,us,us10001lk3,2015-03-19T22:27:17.196Z,"83km W of Sardinal, Costa Rica",earthquake
2015-03-11T16:26:28.850Z,10.6027,-86.5269,10,4.9,mb,,122,1.077,1.19,us,us10001mrb,2015-03-19T22:59:11.454Z,"96km W of Sardinal, Costa Rica",earthquake
2015-03-11T16:31:43.000Z,64.495,-149.3443,9.8,0.9,ml,,,,0.69,ak,ak11526886,2015-03-15T12:24:50.100Z,"14km SW of North Nenana, Alaska",earthquake
2015-03-11T16:32:46.220Z,40.4415,-125.3466667,23.22,2.92,ml,28,272,0.8203,0.26,nc,nc72409530,2015-03-19T23:35:11.040Z,"92km W of Ferndale, California",earthquake
2015-03-11T16:36:21.430Z,10.6179,-86.4698,10,4.4,mwr,,122,1.026,1.13,us,us10001mrg,2015-03-19T23:51:25.124Z,"90km W of Sardinal, Costa Rica",earthquake
2015-03-11T16:39:38.130Z,35.7745,-118.0048333,1.61,1.11,ml,17,124,0.1049,0.13,ci,ci37116903,2015-03-11T21:17:35.340Z,"20km SSW of Little Lake, California",earthquake
2015-03-11T16:39:45.000Z,64.5306,-149.5332,11.2,0.4,ml,,,,0.62,ak,ak11526890,2015-03-15T12:24:47.855Z,"20km WSW of North Nenana, Alaska",earthquake
2015-03-11T16:42:05.200Z,36.8745,-98.2179,3.992,2.6,ml,,114,,0.64,us,us10001lmc,2015-03-19T23:52:22.875Z,"18km NE of Cherokee, Oklahoma",earthquake
2015-03-11T16:42:10.160Z,35.9991667,-117.9075,5.52,1.4,ml,17,99,0.01629,0.14,ci,ci37116911,2015-03-11T21:23:28.091Z,"6km SE of Coso Junction, California",earthquake
2015-03-11T16:45:49.570Z,47.6601667,-120.3345,2.11,0.99,md,8,98,0.05602,0.09,uw,uw60983451,2015-03-11T17:45:41.600Z,"9km W of Entiat, Washington",earthquake
2015-03-11T16:46:36.700Z,46.187,-112.1083,15,2.4,mc,34,50.3999959680003,0.3575295,0.18,mb,mb15167159,2015-03-11T22:51:39.953Z,"5km S of Boulder, Montana",earthquake
2015-03-11T16:47:21.100Z,36.8773,-98.2165,3.955,2.5,ml,,114,,0.54,us,us10001lpd,2015-03-24T05:45:13.729Z,"18km NE of Cherokee, Oklahoma",earthquake
2015-03-11T16:48:38.000Z,60.1238,-152.0103,62.7,1.4,ml,,,,0.36,ak,ak11526893,2015-03-15T12:25:46.564Z,"39km NNW of Anchor Point, Alaska",earthquake
2015-03-11T16:49:00.200Z,36.8676,-98.1146,5,2.5,ml,,113,,0.34,us,us10001lpm,2015-03-31T00:46:20.645Z,"24km ENE of Cherokee, Oklahoma",earthquake
2015-03-11T17:02:45.450Z,33.5086667,-116.7695,7.98,1.46,ml,48,35,0.06265,0.14,ci,ci37116919,2015-03-11T21:34:08.030Z,"10km WSW of Anza, California",earthquake
2015-03-11T17:07:52.780Z,-22.985,-179.4816,599.77,4.3,mb,,185,5.703,0.69,us,us10001mrc,2015-04-09T18:54:42.046Z,"270km SSW of Ndoi Island, Fiji",earthquake
2015-03-11T17:09:13.060Z,36.0543333,-117.5933333,1.7,0.9,ml,12,190,0.1158,0.16,ci,ci37116943,2015-03-11T21:35:26.635Z,"31km ENE of Little Lake, California",earthquake
2015-03-11T17:22:38.000Z,60.936,-145.9554,18.1,2.6,ml,,,,0.58,ak,ak11526951,2015-04-09T18:36:30.786Z,"30km SE of Valdez, Alaska",earthquake
2015-03-11T17:28:02.000Z,51.9455,179.5517,3.5,1.2,ml,,,,0.34,ak,ak11526957,2015-03-15T12:26:13.750Z,"3km W of Semisopochnoi Island, Alaska",earthquake
2015-03-11T17:29:21.000Z,51.9487,179.5494,1.3,0.9,ml,,,,0.3,ak,ak11526958,2015-03-15T12:25:47.951Z,"3km W of Semisopochnoi Island, Alaska",earthquake
2015-03-11T17:30:48.880Z,38.8316667,-122.807,2.14,1.54,md,38,82,0.008602,0.05,nc,nc72409540,2015-03-14T04:17:04.849Z,"7km W of Cobb, California",earthquake
2015-03-11T17:33:13.600Z,34.2306667,-117.0308333,4.46,0.9,ml,13,84,0.03376,0.19,ci,ci37116959,2015-03-11T21:38:16.569Z,"8km ENE of Running Springs, California",earthquake
2015-03-11T17:34:46.470Z,37.6618333,-118.8473333,5.27,0.69,md,12,154,0.02551,0.04,nc,nc72409550,2015-03-11T18:35:07.633Z,"11km E of Mammoth Lakes, California",earthquake
2015-03-11T17:36:36.040Z,38.8328333,-122.8076667,2.47,1.31,md,39,104,0.00961,0.04,nc,nc72409545,2015-03-14T03:42:06.314Z,"7km W of Cobb, California",earthquake
2015-03-11T17:43:36.630Z,36.0345,-120.5941667,4.6,1.27,md,38,77,0.03427,0.08,nc,nc72409555,2015-03-12T08:21:05.420Z,"24km WSW of Coalinga, California",earthquake
2015-03-11T17:51:27.000Z,59.9388,-153.0755,109.8,2,ml,,,,0.67,ak,ak11529046,2015-03-15T12:26:06.072Z,"63km SSW of Redoubt Volcano, Alaska",earthquake
2015-03-11T17:53:17.510Z,47.353,-122.485,19.59,1.44,md,16,83,0.0734,0.15,uw,uw60983491,2015-03-11T20:48:46.790Z,"7km ENE of Gig Harbor, Washington",earthquake
2015-03-11T18:02:14.450Z,-17.3965,-178.8123,513.07,4.7,mb,,70,3.01,0.85,us,us10001lmg,2015-04-07T22:43:50.530Z,"220km ESE of Lambasa, Fiji",earthquake
2015-03-11T18:06:59.040Z,55.863,158.0951,62.34,4.3,mb,,115,2.77,0.79,us,us10001lmj,2015-04-09T19:18:46.962Z,"38km WSW of Esso, Russia",earthquake
2015-03-11T18:12:03.030Z,13.1306,145.4908,44.8,4.7,mb,,51,0.758,0.73,us,us10001mrd,2015-04-09T19:11:03.092Z,"78km SE of Yigo Mayor's Office, Guam",earthquake
2015-03-11T18:15:59.900Z,36.5197,-99.0239,5,2.6,ml,,236,,0.5,us,us10001lnq,2015-04-08T14:29:52.743Z,"18km ENE of Mooreland, Oklahoma",earthquake
2015-03-11T18:22:08.800Z,19.4013,-155.231,28.7,1.6,Md,,46.8,0.01796631,0.11,hv,hv60870266,2015-03-11T21:27:00.576Z,"3km SSE of Volcano, Hawaii",earthquake
2015-03-11T18:32:30.000Z,61.4243,-149.3091,12.6,0.8,ml,,,,0.42,ak,ak11527040,2015-03-15T12:25:48.695Z,"16km SSW of Gateway, Alaska",earthquake
2015-03-11T18:34:33.630Z,34.3508333,-116.883,0.01,1.26,ml,30,113,0.04604,0.19,ci,ci37117047,2015-03-11T21:43:07.180Z,"11km NNW of Big Bear City, California",quarry blast
2015-03-11T18:39:20.150Z,38.8301659,-122.7610016,1.3,1.19,md,14,109,0.01841,0.04,nc,nc72409560,2015-03-11T18:57:07.739Z,"3km WNW of Cobb, California",earthquake
2015-03-11T18:43:55.000Z,64.8983,-147.9175,13.1,1.7,ml,,,,0.55,ak,ak11527041,2015-03-15T12:24:47.196Z,"7km NW of College, Alaska",earthquake
2015-03-11T18:53:23.880Z,-30.3016,-177.3924,10,4.9,mb,,76,1.151,0.84,us,us10001ln5,2015-04-09T17:10:55.919Z,"124km SSE of Raoul Island, New Zealand",earthquake
2015-03-11T19:14:37.510Z,36.4926,71.1417,88.97,4.4,mb,,74,0.777,0.61,us,us10001lne,2015-04-07T22:45:39.841Z,"40km WSW of Ashkasham, Afghanistan",earthquake
2015-03-11T19:16:43.630Z,38.1051667,-122.1638333,0.01,1.1,md,6,167,0.02106,0.05,nc,nc72409570,2015-03-13T00:21:56.930Z,"6km N of Benicia, California",quarry blast
2015-03-11T19:30:06.300Z,44.5601667,-110.9445,11.26,0.45,md,7,94,0.09,0.08,uu,uu60104242,2015-03-11T22:38:04.710Z,"14km NW of Old Faithful Geyser, Wyoming",earthquake
2015-03-11T19:33:05.200Z,36.077,-117.8851667,3.78,0.58,ml,7,207,0.0475,0.12,ci,ci37117087,2015-03-11T22:13:24.609Z,"7km ENE of Coso Junction, California",earthquake
2015-03-11T19:38:16.010Z,46.1158333,-122.0833333,8.68,0.26,md,7,138,0.02583,0.09,uw,uw60983576,2015-03-11T20:42:03.020Z,"36km NE of Amboy, Washington",earthquake
2015-03-11T20:14:38.670Z,33.4628333,-116.4891667,13.46,0.38,ml,18,181,0.09967,0.12,ci,ci37117127,2015-03-11T21:46:57.686Z,"20km ESE of Anza, California",earthquake
2015-03-11T20:22:48.500Z,34.5331667,-118.4591667,7.05,1.77,ml,39,54,0.06613,0.17,ci,ci37117143,2015-03-11T21:54:30.300Z,"13km WNW of Agua Dulce, California",earthquake
2015-03-11T20:27:32.000Z,54.1801,-164.126,25.6,2.2,ml,,,,0.42,ak,ak11529049,2015-03-15T12:26:06.701Z,"87km SSW of False Pass, Alaska",earthquake
2015-03-11T20:50:13.910Z,38.8035011,-122.7994995,3.45,0.45,md,11,93,0.005536,0.03,nc,nc72409590,2015-03-11T21:15:07.097Z,"4km NW of The Geysers, California",earthquake
2015-03-11T20:50:58.522Z,36.7369,-116.3033,7.561,0.17,ml,14,105.73,0.074,0.0965,nn,nn00486706,2015-03-11T21:04:26.250Z,"44km ESE of Beatty, Nevada",earthquake
2015-03-11T21:05:36.400Z,36.7463,-98.3616,5,2.7,ml,,116,,0.51,us,us10001ney,2015-03-20T03:55:57.129Z,"1km SSW of Cherokee, Oklahoma",earthquake
2015-03-11T21:11:50.030Z,34.314,-116.451,10.14,1.51,ml,40,71,0.06095,0.11,ci,ci37117215,2015-03-11T22:01:38.750Z,"22km N of Yucca Valley, California",earthquake
2015-03-11T21:31:49.000Z,63.5125,-147.3386,3.1,1.3,ml,,,,0.72,ak,ak11527208,2015-03-15T12:24:45.883Z,"81km E of Cantwell, Alaska",earthquake
2015-03-11T21:33:52.000Z,61.4653,-150.0054,42.2,1.3,ml,,,,0.54,ak,ak11527210,2015-03-15T12:26:14.838Z,"6km SSW of Big Lake, Alaska",earthquake
2015-03-11T21:38:06.000Z,60.0074,-152.4017,89.3,1.6,ml,,,,0.5,ak,ak11527212,2015-03-15T12:26:12.193Z,"40km NW of Anchor Point, Alaska",earthquake
2015-03-11T21:43:03.630Z,36.6396667,-121.264,5.43,0.67,md,16,122,0.04988,0.09,nc,nc72409595,2015-03-13T01:15:07.747Z,"21km NE of Gonzales, California",earthquake
2015-03-11T21:43:17.000Z,60.2422,-152.4722,86.6,1.7,ml,,,,0.54,ak,ak11527213,2015-03-15T12:26:12.986Z,"30km SSE of Redoubt Volcano, Alaska",earthquake
2015-03-11T21:46:33.900Z,37.3223333,-122.0998333,0.01,1.55,md,22,54,0.0129,0.06,nc,nc72409600,2015-03-12T07:05:18.940Z,"3km S of Loyola, California",quarry blast
2015-03-11T21:52:25.770Z,33.7173333,-116.7536667,18.92,0.76,ml,29,75,0.03349,0.09,ci,ci37117223,2015-03-11T22:06:42.871Z,"4km SW of Idyllwild, California",earthquake
2015-03-11T21:56:32.000Z,60.873,-149.7262,29.6,1.5,ml,,,,0.6,ak,ak11527214,2015-03-15T12:25:36.128Z,"39km SSE of Anchorage, Alaska",earthquake
2015-03-11T22:00:53.000Z,63.288,-150.3779,120.3,1.3,ml,,,,0.24,ak,ak11529055,2015-03-15T12:26:07.332Z,"72km W of Cantwell, Alaska",earthquake
2015-03-11T22:02:59.300Z,37.64,-119.4425,6.37,1.95,md,26,125,0.3032,0.22,nc,nc72409610,2015-03-11T23:49:04.618Z,"16km SE of Yosemite Valley, California",earthquake
2015-03-11T22:14:32.000Z,63.5481,-147.6251,21.4,1,ml,,,,0.7,ak,ak11527274,2015-03-15T12:25:37.353Z,"68km ENE of Cantwell, Alaska",earthquake
2015-03-11T22:17:26.000Z,51.8003,178.535,100.7,2.2,ml,,,,0.44,ak,ak11529057,2015-03-17T00:52:27.904Z,"16km S of Little Sitkin Island, Alaska",earthquake
2015-03-11T22:19:13.600Z,35.7424,-97.3882,5.437,2.5,ml,,70,,0.63,us,us10001ltv,2015-03-20T03:47:04.205Z,"12km NE of Edmond, Oklahoma",earthquake
2015-03-11T22:21:35.470Z,48.0878333,-121.9601667,0.01,1.93,ml,9,141,0.1098,0.12,uw,uw60983686,2015-03-12T17:56:49.701Z,"0km NE of Granite Falls, Washington",explosion
2015-03-11T22:34:03.100Z,36.0408333,-117.706,0.31,1.23,ml,16,124,0.0505,0.19,ci,ci37117255,2015-03-11T23:18:56.848Z,"22km ENE of Little Lake, California",earthquake
2015-03-11T22:40:53.190Z,44.6192,-70.9283,5.21,1.4,ml,,96,0.168,0.31,us,us10001ltw,2015-03-12T02:50:24.256Z,"21km ENE of Milan, New Hampshire",earthquake
2015-03-11T22:41:08.010Z,37.6466667,-118.9203333,6.82,0.33,md,12,63,0.01417,0.03,nc,nc72409615,2015-03-11T23:53:05.142Z,"4km E of Mammoth Lakes, California",earthquake
2015-03-11T22:45:44.000Z,60.8289,-149.3895,16.3,1.2,ml,,,,0.48,ak,ak11527276,2015-03-15T12:25:49.660Z,"38km W of Whittier, Alaska",earthquake
2015-03-11T22:45:59.540Z,35.5655,-118.346,10.15,2.28,ml,35,42,0.1294,0.14,ci,ci37117279,2015-03-11T23:41:00.050Z,"13km ESE of Lake Isabella, California",earthquake
2015-03-11T22:48:19.000Z,62.4489,-150.6415,68.5,1.1,ml,,,,0.39,ak,ak11529059,2015-03-15T12:26:08.792Z,"30km WNW of Talkeetna, Alaska",earthquake
2015-03-11T22:53:42.530Z,46.0898333,-122.829,0.01,0.82,md,11,173,0.08317,0.31,uw,uw60983701,2015-03-12T18:56:41.940Z,"8km SE of Kelso, Washington",explosion
2015-03-11T22:57:28.950Z,38.843,-122.8255,2.48,0.34,md,20,52,0.008957,0.01,nc,nc72409630,2015-03-12T20:13:04.970Z,"9km WNW of Cobb, California",earthquake
2015-03-11T23:01:29.750Z,34.5778333,-117.3288333,0.01,0.85,ml,14,169,0.01715,0.22,ci,ci37117287,2015-03-12T00:00:31.550Z,"6km NW of Victorville, California",quarry blast
2015-03-11T23:01:46.000Z,64.9796,-147.3024,0,0.9,ml,,,,0.56,ak,ak11527443,2015-03-15T12:25:36.788Z,"22km NNE of Badger, Alaska",earthquake
2015-03-11T23:12:40.640Z,52.3138,-173.4704,64.09,3.8,mb,,181,0.388,1.34,us,us10001mit,2015-03-20T03:07:06.303Z,"51km ENE of Atka, Alaska",earthquake
2015-03-11T23:14:46.100Z,35.7431,-97.3846,4.876,2.5,ml,,85,,0.39,us,us10001ltm,2015-03-20T02:45:41.039Z,"13km NE of Edmond, Oklahoma",earthquake
2015-03-11T23:25:02.000Z,57.6901,-154.3421,55.6,2.4,ml,,,,0.35,ak,ak11527447,2015-03-15T12:26:09.359Z,"27km NW of Larsen Bay, Alaska",earthquake
2015-03-11T23:38:53.000Z,60.0532,-152.6231,96.5,2.1,ml,,,,0.59,ak,ak11527448,2015-03-15T12:25:38.936Z,"48km S of Redoubt Volcano, Alaska",earthquake
2015-03-11T23:39:32.920Z,35.0403333,-117.6793333,0.01,1.4,ml,15,109,0.1066,0.09,ci,ci37117311,2015-03-12T15:15:00.013Z,"5km NNW of Boron, California",quarry blast
2015-03-11T23:45:53.390Z,44.6347,-70.9249,3.84,2.4,mb_lg,,79,0.175,0.69,us,us10001ltr,2015-03-12T04:01:08.908Z,"21km ENE of Milan, New Hampshire",earthquake
2015-03-11T23:48:21.000Z,51.8291,178.3938,131.7,2.3,ml,,,,0.29,ak,ak11529064,2015-03-17T00:52:28.598Z,"15km SSW of Little Sitkin Island, Alaska",earthquake
2015-03-11T23:58:38.330Z,38.7621651,-122.7406693,2.55,0.54,md,10,116,0.009899,0.02,nc,nc72409640,2015-03-12T00:14:04.261Z,"2km SE of The Geysers, California",earthquake
2015-03-12T00:00:36.660Z,34.3286667,-118.457,3.23,2.24,ml,44,51,0.0347,0.2,ci,ci37117335,2015-03-18T18:51:59.150Z,"5km NNW of Pacoima, California",earthquake
2015-03-12T00:01:20.130Z,53.97,-164.126,57.7,2.8,ml,,,,0.48,us,us10001mxs,2015-04-01T02:52:34.135Z,"108km SSW of False Pass, Alaska",earthquake
2015-03-12T00:05:52.000Z,53.4969,-165.3266,52.7,3,ml,,,,0.4,us,us10001mxr,2015-04-01T03:09:38.552Z,"76km SSE of Akutan, Alaska",earthquake
2015-03-12T00:11:46.200Z,33.4545,-116.3963333,12.81,0.77,ml,16,230,0.07297,0.14,ci,ci37117359,2015-03-12T15:49:39.001Z,"22km N of Borrego Springs, California",earthquake
2015-03-12T00:21:45.000Z,65.1376,-148.9595,0.6,0.8,ml,,,,0.32,ak,ak11527454,2015-03-17T18:37:09.420Z,"55km NW of Ester, Alaska",earthquake
2015-03-12T00:22:16.990Z,-25.8499,179.9934,480.67,4.4,mb,,192,8.264,0.95,us,us10001n0m,2015-04-04T01:28:56.006Z,"South of the Fiji Islands",earthquake
2015-03-12T00:23:16.000Z,60.1409,-153.1156,113.7,1.9,ml,,,,0.5,ak,ak11530033,2015-03-17T00:07:52.531Z,"43km SSW of Redoubt Volcano, Alaska",earthquake
2015-03-12T00:24:17.380Z,38.8301659,-122.8536682,3.48,0.57,md,8,133,0.01526,0.02,nc,nc72409645,2015-03-12T00:38:05.122Z,"10km NW of The Geysers, California",earthquake
2015-03-12T00:26:45.664Z,41.8545,-119.656,9.0084,1.49,ml,4,223.71,0.144,0.0676,nn,nn00486795,2015-03-12T16:23:36.289Z,"68km ESE of Lakeview, Oregon",earthquake
2015-03-12T00:38:58.000Z,62.1837,-148.8282,36.8,1.3,ml,,,,0.26,ak,ak11527457,2015-03-17T00:08:18.658Z,"43km N of Sutton-Alpine, Alaska",earthquake
2015-03-12T00:39:21.500Z,35.48,27.82,8,4.4,mb,,,,0.82,us,us10001lta,2015-04-04T02:26:08.469Z,"55km E of Karpathos, Greece",earthquake
2015-03-12T00:40:26.170Z,35.5661667,-118.3443333,9.43,1.25,ml,25,120,0.1288,0.12,ci,ci37117391,2015-03-12T16:02:50.792Z,"13km ESE of Lake Isabella, California",earthquake
2015-03-12T00:42:31.740Z,38.3952,49.1295,27.26,4.5,mb,,55,3.829,1.07,us,us10001ltc,2015-04-01T03:31:05.840Z,"22km E of Astara, Iran",earthquake
2015-03-12T00:43:39.000Z,64.9582,-148.0528,18.6,2.6,ml,,,,0.65,ak,ak11527458,2015-04-01T01:22:37.277Z,"12km N of Ester, Alaska",earthquake
2015-03-12T00:57:27.000Z,62.3985,-149.0945,15.8,0.9,ml,10,93.5999925120006,,0.77,ak,ak11530036,2015-03-17T18:37:31.827Z,"47km NE of Y, Alaska",earthquake
2015-03-12T00:59:17.880Z,46.6128333,-119.8496667,0,0.3,md,8,149,0.05447,0.3,uw,uw60983746,2015-03-12T18:50:24.870Z,"9km SE of Desert Aire, Washington",earthquake
2015-03-12T01:02:17.700Z,44.6403,-113.035,2.5,1.2,mc,11,154.799987616001,0.2290704,0.26,mb,mb15521782,2015-03-13T14:12:10.838Z,"35km W of Lima, Montana",earthquake
2015-03-12T01:03:57.230Z,38.8133316,-122.8248367,2.69,0.56,md,8,115,0.005601,0.01,nc,nc72409655,2015-03-12T01:18:05.470Z,"7km NW of The Geysers, California",earthquake
2015-03-12T01:06:50.000Z,62.035,-145.1617,12.6,1.6,ml,,,,0.9,ak,ak11527466,2015-03-17T00:07:33.228Z,"21km ESE of Glennallen, Alaska",earthquake
2015-03-12T01:13:55.000Z,65.1469,-148.967,0.3,0.6,ml,,,,0.33,ak,ak11527469,2015-03-17T18:37:10.057Z,"56km NW of Ester, Alaska",earthquake
2015-03-12T01:19:20.150Z,32.9718,-88.055,0,3,md,,95,0.227,0.5,us,us10001lte,2015-03-23T17:03:32.210Z,"19km SSE of Aliceville, Alabama",earthquake
2015-03-12T01:22:54.680Z,37.5146667,-118.8851667,5.99,0.44,md,6,301,0.1002,0.02,nc,nc72409660,2015-03-12T18:06:10.887Z,"16km SSE of Mammoth Lakes, California",earthquake
2015-03-12T01:28:23.000Z,65.5832,-150.2561,14.1,1.2,ml,,,,0.73,ak,ak11527470,2015-03-17T18:37:00.261Z,"67km NNE of Manley Hot Springs, Alaska",earthquake
2015-03-12T01:34:12.000Z,60.3951,-152.8172,106.6,1.6,ml,,,,0.37,ak,ak11530040,2015-03-17T00:07:53.837Z,"10km SSW of Redoubt Volcano, Alaska",earthquake
2015-03-12T01:36:51.000Z,63.5717,-147.3468,12.2,0.7,ml,10,111.599991072001,,0.88,ak,ak11530041,2015-03-17T18:37:32.542Z,"82km ENE of Cantwell, Alaska",earthquake
2015-03-12T01:37:39.000Z,64.7306,-149.2671,19.7,0.9,ml,,,,0.4,ak,ak11527471,2015-03-17T00:07:31.867Z,"18km NNW of North Nenana, Alaska",earthquake
2015-03-12T01:40:34.000Z,65.2142,-148.9408,0.2,0.6,ml,,,,0.38,ak,ak11527474,2015-03-17T18:37:01.181Z,"59km NW of Ester, Alaska",earthquake
2015-03-12T01:44:37.940Z,36.0641667,-117.5843333,1.84,0.58,ml,10,196,0.1278,0.11,ci,ci37117439,2015-03-12T15:19:50.083Z,"32km ENE of Little Lake, California",earthquake
2015-03-12T01:46:27.690Z,38.8235016,-122.7689972,3.13,0.5,md,7,81,0.006996,0.02,nc,nc72409670,2015-03-12T02:01:05.584Z,"3km W of Cobb, California",earthquake
2015-03-12T01:48:24.580Z,-34.2991,-73.7429,19.87,4.3,mb,,164,2.405,0.81,us,us10001ltj,2015-03-23T01:11:41.464Z,"166km NW of Constitucion, Chile",earthquake
2015-03-12T01:55:02.270Z,32.8775,-96.9129,8.17,2.4,mb_lg,,56,0.02,0.22,us,us10001ltl,2015-03-23T00:00:25.206Z,"5km SSW of Farmers Branch, Texas",earthquake
2015-03-12T01:56:54.878Z,38.5788,-115.3101,0,1.23,ml,5,197.61,0.315,0.2669,nn,nn00486756,2015-03-12T02:50:50.505Z,"23km SE of Currant, Nevada",earthquake
2015-03-12T01:59:12.000Z,53.2443,-166.9514,44.8,2.3,ml,,,,0.3,ak,ak11527475,2015-03-17T18:36:58.568Z,"75km SSW of Unalaska, Alaska",earthquake
2015-03-12T02:10:31.120Z,35.7426,-97.3777,3.98,2.5,ml,,,,0,us,us10001lu2,2015-03-22T23:59:57.016Z,"13km NE of Edmond, Oklahoma",earthquake
2015-03-12T02:12:24.000Z,65.1594,-148.9863,14.8,1.6,ml,,,,0.65,ak,ak11527477,2015-03-17T18:37:08.003Z,"57km NW of Ester, Alaska",earthquake
2015-03-12T02:22:55.000Z,63.2904,-151.1146,12.7,0.7,ml,,,,0.64,ak,ak11530046,2015-03-17T00:07:55.855Z,"108km W of Cantwell, Alaska",earthquake
2015-03-12T02:30:54.000Z,62.232,-153.1004,7.2,1.6,ml,17,86.3999930880005,,0.7,ak,ak11527479,2015-03-17T18:36:59.314Z,"151km ESE of McGrath, Alaska",earthquake
2015-03-12T02:36:37.630Z,51.729,178.578,88,2.6,ml,,,,0.1,us,us10001mxn,2015-03-23T01:25:40.075Z,"24km SSE of Little Sitkin Island, Alaska",earthquake
2015-03-12T02:38:27.980Z,36.9023333,-112.3005,22.13,1.51,ml,7,148,0.233,0.06,uu,uu60104287,2015-03-12T13:59:20.880Z,"20km ESE of Fredonia, Arizona",earthquake
2015-03-12T02:39:23.511Z,41.8708,-119.6339,8.9874,1.57,ml,5,221.5,0.146,0.1141,nn,nn00486763,2015-03-12T03:50:45.957Z,"68km ESE of Lakeview, Oregon",earthquake
2015-03-12T03:01:58.000Z,63.1625,-152.3557,4,1.3,ml,,,,0.89,ak,ak11527483,2015-03-17T00:08:32.651Z,"148km NW of Talkeetna, Alaska",earthquake
2015-03-12T03:02:27.000Z,53.7042,-166.6737,55.2,2.4,ml,,,,0.29,ak,ak11527665,2015-03-17T18:38:15.540Z,"20km SSW of Unalaska, Alaska",earthquake
2015-03-12T03:09:11.090Z,33.4803333,-116.475,16.9,0.62,ml,20,102,0.09007,0.2,ci,ci37117519,2015-03-12T15:06:39.300Z,"20km ESE of Anza, California",earthquake
2015-03-12T03:14:02.550Z,35.4588333,-83.2828333,0.03,2.51,md,21,73,0.3752,0.22,se,se60093971,2015-03-23T00:25:04.040Z,"3km ESE of Cherokee, North Carolina",earthquake
2015-03-12T03:14:35.000Z,63.0268,-150.4237,104.1,1.3,ml,,,,0.36,ak,ak11530051,2015-03-17T00:08:33.500Z,"79km NNW of Talkeetna, Alaska",earthquake
2015-03-12T03:16:00.000Z,59.83,-150.8239,42.6,1.3,ml,,,,0.2,ak,ak11530052,2015-03-17T00:07:56.514Z,"28km ENE of Fritz Creek, Alaska",earthquake
